CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Avg_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag
712268808,55,M,4,Graduate,Single,$120K +,Silver,36,2,2,3,34516.0,2443,32073.0,0.827,8765,105,0.721,0.071,Continuing
712494108,38,M,2,Post-Graduate,Single,$60K - $80K,Silver,36,3,3,4,34516.0,1954,32562.0,0.436,1872,52,0.486,0.057,Continuing
716088783,60,M,0,College,Married,$80K - $120K,Blue,50,1,4,2,29239.0,0,29239.0,1.057,8169,65,0.585,0.0,Leaving
710678658,47,F,4,Graduate,Unknown,Less than $40K,Blue,36,5,3,2,4944.0,1151,3793.0,0.801,3684,64,0.829,0.233,Continuing
712091433,58,M,4,Uneducated,Single,$40K - $60K,Silver,50,5,2,3,18431.0,902,17529.0,1.296,2950,61,0.848,0.049,Continuing
712128258,49,F,4,High School,Single,Less than $40K,Silver,40,5,3,5,13704.0,2127,11577.0,0.805,15872,116,0.681,0.155,Continuing
712952283,50,M,3,Graduate,Married,$120K +,Blue,35,1,1,2,34516.0,1638,32878.0,0.761,14474,121,0.833,0.047,Continuing
814092858,49,F,3,Graduate,Unknown,Less than $40K,Blue,44,5,2,1,2222.0,694,1528.0,0.903,4372,65,0.711,0.312,Continuing
716464533,32,F,1,Graduate,Married,Less than $40K,Blue,36,4,3,3,9550.0,2517,7033.0,0.713,13783,116,0.841,0.264,Continuing
708132783,47,F,3,Uneducated,Single,Less than $40K,Blue,42,6,2,2,16411.0,1179,15232.0,0.849,3929,71,0.732,0.072,Continuing
708406083,35,F,0,Graduate,Married,Less than $40K,Blue,24,5,3,1,3436.0,2493,943.0,0.824,5211,90,0.765,0.726,Continuing
711922158,57,F,2,Graduate,Married,Less than $40K,Blue,45,1,3,3,1860.0,0,1860.0,0.778,5109,62,0.722,0.0,Continuing
711436083,36,M,1,Graduate,Married,Less than $40K,Blue,18,6,3,3,2032.0,1003,1029.0,1.005,2454,46,0.586,0.494,Continuing
718540308,44,M,2,High School,Single,$80K - $120K,Blue,36,5,3,0,22143.0,730,21413.0,0.871,4263,62,0.632,0.033,Continuing
711154908,59,F,0,Graduate,Single,Less than $40K,Blue,40,5,2,2,1845.0,1076,769.0,1.016,4319,76,0.551,0.583,Continuing
715424283,31,F,0,College,Married,Less than $40K,Blue,21,5,2,2,1677.0,0,1677.0,1.369,3059,50,0.613,0.0,Continuing
717524433,52,F,2,College,Married,$40K - $60K,Blue,40,5,3,1,1438.3,0,1438.3,0.825,4700,92,0.704,0.0,Continuing
714282333,49,F,4,College,Married,Less than $40K,Blue,36,1,1,2,3244.0,0,3244.0,0.765,7495,97,0.54,0.0,Continuing
716653758,55,M,0,Graduate,Single,$60K - $80K,Blue,36,3,3,3,1467.0,0,1467.0,0.739,4226,74,0.85,0.0,Continuing
715847058,59,F,2,Uneducated,Divorced,Less than $40K,Blue,36,3,3,3,1863.0,1853,10.0,0.829,2462,40,0.29,0.995,Leaving
720113433,61,M,0,Graduate,Single,$60K - $80K,Blue,48,3,2,4,20803.0,1446,19357.0,0.736,2073,43,0.654,0.07,Continuing
772313358,50,M,3,High School,Single,$80K - $120K,Blue,39,3,3,2,21322.0,2216,19106.0,0.921,8693,91,0.569,0.104,Continuing
716624133,56,M,1,Graduate,Married,$80K - $120K,Blue,36,6,1,3,12786.0,1880,10906.0,0.702,1205,19,0.462,0.147,Continuing
709236633,40,F,3,Uneducated,Divorced,$40K - $60K,Blue,28,3,1,3,6608.0,2270,4338.0,0.75,4033,58,0.657,0.344,Continuing
769577358,31,F,0,Graduate,Single,Less than $40K,Blue,17,4,2,3,2787.0,1761,1026.0,0.67,4358,89,0.648,0.632,Continuing
788684508,36,M,4,Uneducated,Married,$80K - $120K,Blue,25,4,3,3,5846.0,1732,4114.0,0.611,2056,41,0.64,0.296,Continuing
813182658,49,F,4,High School,Married,Less than $40K,Blue,44,4,2,3,1656.0,929,727.0,0.898,4408,79,0.681,0.561,Continuing
737933883,34,M,1,High School,Married,$60K - $80K,Blue,27,3,1,2,8063.0,2149,5914.0,0.722,2042,49,0.69,0.267,Continuing
715378383,43,F,4,Graduate,Single,Less than $40K,Silver,36,4,3,4,34516.0,1893,32623.0,0.748,3639,76,1.0,0.055,Continuing
798308058,39,M,1,Graduate,Single,$40K - $60K,Blue,33,6,1,2,2255.0,0,2255.0,0.73,4412,81,0.884,0.0,Continuing
770778108,49,M,4,Post-Graduate,Married,$60K - $80K,Blue,35,4,2,3,2527.0,1419,1108.0,0.797,3585,68,0.943,0.562,Continuing
716708583,54,M,4,Graduate,Married,$120K +,Blue,36,2,3,5,7684.0,0,7684.0,0.61,7667,68,0.789,0.0,Leaving
709300458,48,M,1,Graduate,Unknown,Less than $40K,Blue,43,5,3,3,7199.0,1031,6168.0,1.212,4041,73,0.698,0.143,Continuing
713653983,39,M,3,Uneducated,Single,$60K - $80K,Blue,26,4,2,1,2973.0,1136,1837.0,0.729,4342,87,0.776,0.382,Continuing
785106933,51,F,1,Graduate,Single,Less than $40K,Blue,45,2,2,3,6519.0,2178,4341.0,0.739,4505,71,0.732,0.334,Continuing
794740458,45,F,3,Graduate,Married,Less than $40K,Silver,39,1,2,3,10186.0,1608,8578.0,0.712,14023,106,0.767,0.158,Continuing
806244183,39,M,2,Graduate,Divorced,$60K - $80K,Blue,34,5,1,4,2267.0,0,2267.0,0.875,4544,84,0.75,0.0,Continuing
716396358,52,M,2,Graduate,Married,$60K - $80K,Blue,47,5,3,0,3085.0,1910,1175.0,0.921,1531,35,0.667,0.619,Continuing
787909158,40,F,3,Graduate,Divorced,Less than $40K,Blue,31,1,3,2,8694.0,1117,7577.0,0.842,9523,105,0.694,0.128,Continuing
788997408,65,F,2,Doctorate,Single,Less than $40K,Blue,53,6,3,2,2195.0,1917,278.0,0.535,4205,65,0.625,0.873,Continuing
715759458,43,M,3,Graduate,Single,$80K - $120K,Blue,31,6,2,4,12165.0,0,12165.0,1.16,4066,74,0.682,0.0,Continuing
710218233,43,F,3,High School,Single,$40K - $60K,Blue,35,4,3,3,2297.0,1044,1253.0,0.591,3161,65,0.711,0.455,Continuing
719168883,45,F,5,Graduate,Single,Less than $40K,Blue,34,1,4,1,5155.0,0,5155.0,1.014,2753,45,0.607,0.0,Leaving
717081483,37,M,2,Graduate,Divorced,$80K - $120K,Blue,25,3,2,2,25187.0,2209,22978.0,0.799,16606,96,0.778,0.088,Continuing
716256483,50,F,2,Graduate,Single,Less than $40K,Blue,36,6,2,4,2611.0,1824,787.0,0.711,4232,80,0.633,0.699,Continuing
771079833,40,F,3,High School,Single,Less than $40K,Blue,27,3,3,3,1438.3,0,1438.3,0.845,4332,78,0.696,0.0,Continuing
716177583,58,F,1,Post-Graduate,Single,Less than $40K,Blue,36,6,2,4,1438.3,0,1438.3,0.657,4722,89,0.745,0.0,Continuing
717664008,37,M,3,College,Married,$60K - $80K,Blue,19,2,3,4,3100.0,2517,583.0,0.35,694,12,0.2,0.812,Leaving
718858683,42,F,1,Graduate,Married,Less than $40K,Blue,36,2,3,2,1438.3,0,1438.3,0.665,4511,76,0.767,0.0,Continuing
712060158,35,M,0,Doctorate,Single,$60K - $80K,Blue,18,6,2,3,2598.0,1645,953.0,0.765,2483,59,0.903,0.633,Continuing
719633508,52,F,1,Doctorate,Married,Less than $40K,Blue,39,3,1,1,1663.0,0,1663.0,0.707,4875,86,0.654,0.0,Continuing
789539058,28,M,0,Uneducated,Single,Less than $40K,Blue,20,1,1,3,4342.0,893,3449.0,0.878,17064,116,0.758,0.206,Continuing
801385458,52,M,1,Uneducated,Married,$120K +,Blue,46,5,2,4,8596.0,2019,6577.0,0.677,4017,80,0.6,0.235,Continuing
719443683,50,M,1,Graduate,Single,$120K +,Blue,39,3,2,3,27512.0,2137,25375.0,1.048,1149,25,0.562,0.078,Leaving
720377433,38,F,3,Graduate,Married,Less than $40K,Blue,36,4,2,4,2396.0,2217,179.0,0.978,4593,74,0.721,0.925,Continuing
778131333,38,F,2,Graduate,Married,Less than $40K,Blue,31,6,3,3,3222.0,0,3222.0,0.786,5154,80,0.778,0.0,Continuing
716896833,51,M,1,Graduate,Single,$80K - $120K,Blue,38,3,1,4,11373.0,1319,10054.0,0.693,1976,35,0.75,0.116,Continuing
715341858,54,M,2,Graduate,Married,$80K - $120K,Blue,46,6,2,3,1982.0,1289,693.0,0.939,1377,49,0.69,0.65,Continuing
708427908,52,F,4,College,Unknown,Less than $40K,Blue,39,6,3,1,2035.0,1343,692.0,0.835,4643,86,0.686,0.66,Continuing
709166883,39,F,3,Uneducated,Single,Less than $40K,Blue,27,6,2,1,5363.0,0,5363.0,0.67,4121,78,0.625,0.0,Continuing
800758233,30,M,0,College,Single,$60K - $80K,Blue,24,6,2,2,4109.0,0,4109.0,0.949,8642,77,0.481,0.0,Leaving
788912658,44,F,2,Graduate,Married,Less than $40K,Blue,30,3,1,4,3734.0,0,3734.0,0.954,3144,62,0.722,0.0,Continuing
710090958,51,M,3,College,Married,$80K - $120K,Blue,40,6,3,3,1844.0,1232,612.0,0.588,4182,71,0.651,0.668,Continuing
715575258,47,M,2,Graduate,Single,$40K - $60K,Blue,35,1,6,3,5791.0,1957,3834.0,0.654,7823,93,0.722,0.338,Continuing
712278108,46,F,2,Graduate,Married,$40K - $60K,Blue,38,6,3,1,1963.0,1112,851.0,0.761,4821,67,0.763,0.566,Continuing
788797983,42,F,3,Uneducated,Married,Less than $40K,Blue,24,5,1,3,4568.0,2025,2543.0,0.849,4869,85,0.848,0.443,Continuing
771232533,46,F,2,Graduate,Married,Less than $40K,Blue,33,3,3,3,2267.0,1283,984.0,0.761,4249,81,0.8,0.566,Continuing
709726158,40,F,4,Graduate,Single,Less than $40K,Blue,26,5,3,0,2206.0,1110,1096.0,0.746,5196,92,0.614,0.503,Continuing
712428333,49,M,3,Uneducated,Single,$80K - $120K,Blue,41,3,3,4,2930.0,1901,1029.0,0.638,4041,75,0.596,0.649,Continuing
710853033,36,F,1,Doctorate,Unknown,Less than $40K,Blue,36,3,2,2,4943.0,1204,3739.0,0.417,4024,82,0.783,0.244,Continuing
714118383,49,F,5,Graduate,Married,Less than $40K,Blue,43,4,2,3,8154.0,0,8154.0,0.964,2223,72,0.946,0.0,Continuing
714414483,54,F,0,Graduate,Married,Less than $40K,Blue,44,6,3,1,2945.0,2206,739.0,0.983,1503,35,0.842,0.749,Continuing
823606983,39,M,2,College,Married,$60K - $80K,Blue,35,4,3,2,7410.0,2517,4893.0,1.924,2398,37,1.176,0.34,Continuing
789432033,32,F,1,Graduate,Married,Less than $40K,Blue,23,1,2,3,4065.0,230,3835.0,0.779,7844,64,0.73,0.057,Leaving
709596783,46,M,3,College,Married,$40K - $60K,Blue,34,5,1,2,1611.0,0,1611.0,0.731,4444,78,0.857,0.0,Continuing
788853258,41,M,1,Uneducated,Married,$60K - $80K,Blue,25,3,2,0,7984.0,1503,6481.0,0.797,1734,39,1.167,0.188,Continuing
735825258,39,M,2,High School,Single,Less than $40K,Blue,32,4,1,4,4423.0,1643,2780.0,0.724,15467,112,0.623,0.371,Continuing
827423433,41,F,4,Graduate,Divorced,Less than $40K,Blue,37,5,1,4,7492.0,1399,6093.0,0.533,3668,67,0.675,0.187,Continuing
720165258,44,F,2,High School,Unknown,Less than $40K,Blue,29,2,3,1,3170.0,2330,840.0,0.858,5357,91,0.978,0.735,Continuing
717915783,60,M,0,Graduate,Married,$60K - $80K,Blue,47,5,1,3,4541.0,1037,3504.0,0.825,2829,44,0.467,0.228,Leaving
721406658,32,F,0,Graduate,Divorced,Less than $40K,Blue,36,6,3,3,1732.0,0,1732.0,0.683,2479,43,0.536,0.0,Leaving
820622433,39,M,1,High School,Married,$120K +,Blue,34,4,2,2,3250.0,1698,1552.0,0.767,2006,58,0.568,0.522,Continuing
712058958,28,M,0,High School,Single,Less than $40K,Blue,19,3,3,4,3480.0,0,3480.0,0.731,2744,75,0.829,0.0,Continuing
708974283,50,M,4,Graduate,Married,$60K - $80K,Blue,34,5,1,1,18142.0,0,18142.0,0.857,15427,95,0.792,0.0,Continuing
712176708,51,F,3,Uneducated,Single,Less than $40K,Blue,36,5,3,3,3747.0,2268,1479.0,0.709,4609,87,0.74,0.605,Continuing
710745633,53,M,1,Graduate,Married,$120K +,Blue,36,2,3,3,19252.0,751,18501.0,0.814,14074,112,0.623,0.039,Continuing
715196508,45,M,3,Graduate,Married,$40K - $60K,Blue,35,5,3,2,3538.0,0,3538.0,0.653,4123,74,0.762,0.0,Continuing
802878408,53,F,1,Graduate,Married,$40K - $60K,Blue,47,6,2,2,2799.0,0,2799.0,0.689,4116,88,0.571,0.0,Continuing
717549408,44,M,4,Graduate,Married,$80K - $120K,Blue,36,3,1,3,20485.0,0,20485.0,0.751,3024,51,1.04,0.0,Continuing
824165658,38,M,2,Graduate,Married,$80K - $120K,Blue,34,4,1,3,19259.0,2266,16993.0,0.92,1388,27,0.929,0.118,Continuing
756598833,38,M,1,Uneducated,Married,Less than $40K,Blue,31,6,3,3,6236.0,1204,5032.0,0.817,5389,84,0.826,0.193,Continuing
713445183,35,M,1,High School,Married,$60K - $80K,Blue,26,4,3,2,4008.0,1841,2167.0,1.504,2794,58,1.148,0.459,Continuing
710327508,44,F,4,Uneducated,Single,Less than $40K,Blue,36,5,2,4,1687.0,1290,397.0,0.709,4247,87,0.706,0.765,Continuing
710229333,38,M,2,College,Single,$40K - $60K,Blue,20,6,1,3,11068.0,1254,9814.0,0.418,3812,64,0.641,0.113,Continuing
719299533,55,F,1,Graduate,Unknown,Less than $40K,Blue,36,2,3,2,3626.0,795,2831.0,0.896,2954,42,0.556,0.219,Leaving
721233033,50,M,2,High School,Single,$80K - $120K,Blue,38,1,2,3,4915.0,464,4451.0,0.242,1474,36,0.091,0.094,Leaving
822893133,56,F,1,Uneducated,Divorced,Less than $40K,Blue,52,6,1,2,17561.0,0,17561.0,0.94,1608,33,1.2,0.0,Continuing
717358158,46,M,3,Uneducated,Single,$60K - $80K,Blue,36,5,1,2,5489.0,1189,4300.0,0.95,3215,64,0.882,0.217,Continuing
713675658,36,F,1,High School,Single,Less than $40K,Blue,22,6,3,2,9817.0,848,8969.0,0.793,4636,85,0.848,0.086,Continuing
816776283,42,M,4,High School,Unknown,$80K - $120K,Gold,37,5,1,2,34516.0,1797,32719.0,1.314,1534,30,0.875,0.052,Continuing
780584658,33,F,2,Uneducated,Unknown,$40K - $60K,Blue,22,4,2,2,1843.0,1293,550.0,0.349,2077,61,0.694,0.702,Leaving
714938733,48,M,1,Post-Graduate,Single,$80K - $120K,Blue,38,4,2,2,13174.0,0,13174.0,0.955,4890,49,0.485,0.0,Leaving
711453783,41,F,3,Graduate,Single,Less than $40K,Blue,29,4,2,3,1966.0,1452,514.0,0.621,4666,74,0.682,0.739,Continuing
719934783,43,M,3,Doctorate,Married,$80K - $120K,Blue,27,4,2,2,3676.0,673,3003.0,0.629,14651,105,0.78,0.183,Continuing
761818758,43,M,1,Graduate,Single,Less than $40K,Blue,36,1,1,2,11210.0,1079,10131.0,0.651,7206,86,0.536,0.096,Continuing
710833908,45,M,5,High School,Married,$80K - $120K,Blue,25,1,3,3,25601.0,1384,24217.0,0.745,12896,100,0.852,0.054,Continuing
789164283,55,F,0,Uneducated,Married,Less than $40K,Blue,44,1,1,3,2596.0,1929,667.0,0.609,4726,87,0.812,0.743,Continuing
824177733,53,F,2,High School,Single,Less than $40K,Blue,49,1,2,3,9678.0,1710,7968.0,0.745,7682,90,0.579,0.177,Continuing
780942633,49,M,4,High School,Married,Less than $40K,Blue,32,2,1,3,3519.0,1336,2183.0,0.506,3552,68,0.619,0.38,Continuing
720753183,48,M,2,Post-Graduate,Married,$40K - $60K,Blue,36,4,3,2,9617.0,2035,7582.0,1.004,4247,76,0.854,0.212,Continuing
716112933,39,F,3,Graduate,Married,Less than $40K,Blue,36,3,2,3,1575.0,592,983.0,0.236,644,15,0.154,0.376,Leaving
716643033,41,F,2,Graduate,Married,Less than $40K,Blue,31,3,3,3,2580.0,2137,443.0,1.056,2981,40,0.481,0.828,Leaving
712885533,50,M,4,Graduate,Married,$80K - $120K,Blue,31,6,3,2,11882.0,1472,10410.0,0.413,3291,62,0.722,0.124,Continuing
809440008,39,F,2,High School,Single,Less than $40K,Blue,34,3,3,1,2069.0,550,1519.0,0.783,2716,43,0.433,0.266,Leaving
779342958,26,F,0,College,Married,$40K - $60K,Blue,13,2,3,3,2010.0,1070,940.0,0.906,3625,85,0.635,0.532,Continuing
721418133,45,F,3,Graduate,Single,Less than $40K,Blue,33,6,2,3,2016.0,972,1044.0,0.685,4535,82,0.745,0.482,Continuing
712542258,47,F,5,Graduate,Married,Less than $40K,Blue,40,5,1,3,2950.0,2000,950.0,0.882,4742,79,0.837,0.678,Continuing
719630358,50,F,4,High School,Married,Less than $40K,Blue,36,1,3,2,3546.0,0,3546.0,0.791,2616,47,0.469,0.0,Leaving
772404633,49,M,2,Graduate,Married,$80K - $120K,Silver,39,1,1,2,34516.0,1118,33398.0,0.671,7734,74,0.609,0.032,Continuing
721479108,52,M,1,Uneducated,Single,$120K +,Blue,41,1,1,3,12764.0,0,12764.0,0.71,3332,64,0.882,0.0,Continuing
720814233,45,M,4,High School,Unknown,$80K - $120K,Blue,34,4,3,3,23539.0,1261,22278.0,0.484,1485,38,0.462,0.054,Continuing
771566208,48,M,3,College,Married,Less than $40K,Blue,36,3,1,2,8795.0,1318,7477.0,0.563,4681,74,0.682,0.15,Continuing
709836258,45,F,4,Graduate,Married,Less than $40K,Blue,41,5,1,2,1927.0,1337,590.0,0.667,5127,81,0.653,0.694,Continuing
822905058,29,F,2,Graduate,Married,Less than $40K,Blue,25,6,3,2,2732.0,1746,986.0,1.028,4702,85,0.771,0.639,Continuing
765824058,46,M,4,Doctorate,Married,$80K - $120K,Blue,39,3,3,1,5106.0,1539,3567.0,0.907,3784,74,0.609,0.301,Continuing
720462633,43,F,3,Uneducated,Single,Less than $40K,Blue,29,3,2,3,4138.0,643,3495.0,0.681,1827,49,0.581,0.155,Continuing
757634583,52,F,2,Graduate,Married,Less than $40K,Blue,45,4,3,1,2261.0,1127,1134.0,0.814,4456,68,0.789,0.498,Continuing
716142858,46,F,4,Uneducated,Married,Less than $40K,Silver,36,3,1,4,10961.0,1391,9570.0,0.662,3914,77,0.75,0.127,Continuing
713166333,38,F,2,High School,Married,Less than $40K,Blue,27,5,2,1,14831.0,1302,13529.0,0.916,4467,73,0.698,0.088,Continuing
812218908,46,F,2,Graduate,Married,Less than $40K,Blue,36,2,3,2,4065.0,2517,1548.0,0.957,2899,51,0.821,0.619,Leaving
716371308,40,M,2,Graduate,Single,$40K - $60K,Blue,36,6,6,1,4947.0,0,4947.0,0.751,4497,84,0.826,0.0,Continuing
714248733,26,F,0,Graduate,Single,Less than $40K,Blue,13,4,1,2,4395.0,1240,3155.0,0.662,2272,46,0.438,0.282,Continuing
808681158,57,M,0,Graduate,Married,$80K - $120K,Blue,52,4,6,4,2564.0,2379,185.0,0.358,1343,35,0.296,0.928,Continuing
713837058,48,M,2,College,Single,Less than $40K,Blue,36,3,2,3,2571.0,1955,616.0,0.531,1234,24,0.714,0.76,Continuing
809320908,42,M,3,High School,Single,$60K - $80K,Blue,37,3,3,3,5951.0,0,5951.0,0.742,4160,84,0.867,0.0,Continuing
779257233,47,M,2,Uneducated,Single,$120K +,Blue,29,2,3,2,28852.0,1974,26878.0,0.713,7432,90,0.607,0.068,Continuing
721375308,48,M,3,High School,Married,$80K - $120K,Blue,36,5,1,3,30579.0,1351,29228.0,0.759,1289,19,0.727,0.044,Continuing
712412958,41,F,3,Doctorate,Married,$40K - $60K,Silver,33,1,1,2,18266.0,822,17444.0,0.875,14615,124,0.797,0.045,Continuing
721268133,44,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,5,2,2,11366.0,2109,9257.0,0.993,3495,70,0.795,0.186,Continuing
713949858,39,F,2,Doctorate,Married,Less than $40K,Blue,36,4,3,4,1438.3,886,552.3,0.24,1674,42,0.312,0.616,Leaving
758965158,44,M,5,High School,Single,$80K - $120K,Blue,37,4,2,3,15638.0,1729,13909.0,0.843,4396,83,0.566,0.111,Continuing
769448658,43,F,2,Graduate,Married,Less than $40K,Blue,37,5,2,3,4188.0,0,4188.0,0.565,3492,69,0.683,0.0,Continuing
709231683,36,F,2,Graduate,Unknown,$40K - $60K,Blue,23,6,2,3,2024.0,901,1123.0,0.659,4861,84,0.75,0.445,Continuing
797150733,44,M,3,Graduate,Single,$40K - $60K,Blue,38,5,2,2,1643.0,0,1643.0,0.6,1754,39,0.56,0.0,Leaving
809565183,52,F,1,Graduate,Single,Less than $40K,Blue,47,3,3,4,1842.0,625,1217.0,0.729,2650,43,0.483,0.339,Leaving
771071958,41,F,3,Graduate,Single,Less than $40K,Blue,28,6,1,2,7768.0,1669,6099.0,0.797,1051,22,0.833,0.215,Continuing
712291308,52,F,1,Uneducated,Single,Less than $40K,Blue,40,5,1,3,2259.0,1721,538.0,0.682,1852,38,0.81,0.762,Continuing
713548158,26,M,0,College,Single,$40K - $60K,Blue,36,5,2,3,2657.0,1611,1046.0,0.599,2349,41,0.464,0.606,Continuing
709513458,49,M,3,High School,Unknown,$60K - $80K,Blue,36,3,2,2,9551.0,1833,7718.0,1.675,3213,52,1.476,0.192,Continuing
720436008,54,F,1,Doctorate,Unknown,Less than $40K,Blue,43,4,6,4,5267.0,0,5267.0,0.631,4196,81,0.588,0.0,Continuing
718304583,43,M,2,Graduate,Married,$60K - $80K,Gold,33,1,3,2,34516.0,1085,33431.0,1.047,4805,54,0.588,0.031,Leaving
713725683,36,F,0,College,Single,Less than $40K,Blue,27,6,3,2,3282.0,1843,1439.0,0.625,2614,79,0.646,0.562,Continuing
708873183,47,M,2,Post-Graduate,Single,$60K - $80K,Blue,39,1,3,2,17575.0,618,16957.0,0.917,15473,128,0.684,0.035,Continuing
801380808,44,M,2,Doctorate,Married,$80K - $120K,Blue,38,1,2,1,25894.0,2517,23377.0,1.046,4847,49,0.815,0.097,Leaving
711478233,38,F,1,Post-Graduate,Single,Less than $40K,Blue,26,4,1,3,2652.0,2496,156.0,0.561,3691,58,1.071,0.941,Continuing
710809833,40,M,3,Graduate,Married,$80K - $120K,Silver,27,3,1,2,34516.0,0,34516.0,0.834,3193,53,0.559,0.0,Continuing
711377808,47,M,3,Graduate,Unknown,$60K - $80K,Blue,36,4,3,2,21142.0,0,21142.0,0.812,4360,66,1.357,0.0,Continuing
710070183,53,F,1,High School,Single,Less than $40K,Blue,36,3,2,2,2615.0,1772,843.0,0.611,1419,38,0.357,0.678,Continuing
719152383,35,F,4,Uneducated,Married,Less than $40K,Blue,26,5,1,4,2494.0,1316,1178.0,1.486,2946,57,1.036,0.528,Continuing
790102008,37,M,3,Doctorate,Single,$60K - $80K,Blue,30,6,1,3,5924.0,1023,4901.0,0.765,3305,80,0.778,0.173,Continuing
719123958,40,M,4,Graduate,Divorced,$60K - $80K,Blue,27,2,2,3,5051.0,0,5051.0,0.588,2137,45,0.552,0.0,Leaving
716558283,30,F,0,Graduate,Married,Less than $40K,Blue,36,2,2,2,1621.0,1046,575.0,0.729,5247,84,0.615,0.645,Continuing
779651058,59,F,0,Graduate,Single,$40K - $60K,Blue,42,6,2,2,1931.0,1409,522.0,0.887,4797,65,0.625,0.73,Continuing
717945108,49,F,3,Graduate,Unknown,$40K - $60K,Blue,36,6,1,2,3088.0,1477,1611.0,0.748,5095,77,0.833,0.478,Continuing
715960308,53,F,1,Graduate,Divorced,Less than $40K,Blue,44,3,3,3,4090.0,2517,1573.0,0.562,2016,49,0.69,0.615,Leaving
712899333,47,F,4,College,Single,Less than $40K,Blue,37,6,2,2,4256.0,1084,3172.0,0.63,1100,29,0.381,0.255,Continuing
710785383,49,F,2,Graduate,Married,Less than $40K,Blue,39,3,3,1,2212.0,0,2212.0,0.942,2394,55,0.897,0.0,Leaving
773177358,48,F,3,Graduate,Married,Less than $40K,Blue,41,1,2,2,8074.0,2426,5648.0,0.72,5372,93,0.788,0.3,Continuing
713149683,44,F,3,College,Single,Less than $40K,Blue,24,5,1,4,9297.0,1668,7629.0,0.521,1264,31,0.632,0.179,Continuing
714901383,44,M,2,High School,Married,$80K - $120K,Blue,38,6,3,3,9183.0,2191,6992.0,0.582,4503,69,0.643,0.239,Continuing
718889508,46,M,2,College,Divorced,$60K - $80K,Blue,37,1,3,1,10074.0,1223,8851.0,0.955,8256,99,0.623,0.121,Continuing
716474358,43,F,3,Graduate,Married,Less than $40K,Blue,35,5,3,2,1721.0,729,992.0,0.902,4853,74,0.644,0.424,Continuing
780551733,54,F,1,High School,Married,Less than $40K,Silver,44,2,2,3,11605.0,1470,10135.0,0.93,12592,117,0.8,0.127,Continuing
715309083,50,F,2,Graduate,Married,Less than $40K,Blue,36,2,3,2,1912.0,0,1912.0,0.728,4851,87,0.642,0.0,Continuing
709921158,51,M,1,High School,Single,$60K - $80K,Blue,36,6,4,4,2281.0,1751,530.0,0.761,4241,76,0.854,0.768,Continuing
715735233,51,F,5,Post-Graduate,Married,Less than $40K,Blue,44,5,1,1,3449.0,1598,1851.0,0.971,1679,42,0.556,0.463,Continuing
789358908,53,F,3,College,Married,Less than $40K,Blue,43,3,2,2,3573.0,0,3573.0,0.842,2562,36,0.44,0.0,Leaving
717006333,54,M,3,High School,Married,$80K - $120K,Blue,36,6,1,2,1438.3,1133,305.3,0.759,1935,41,0.708,0.788,Continuing
714469008,40,F,2,Graduate,Single,$40K - $60K,Blue,29,1,3,3,2351.0,1337,1014.0,0.613,5115,84,0.787,0.569,Continuing
717242058,43,F,5,Graduate,Married,Less than $40K,Blue,39,2,3,4,3981.0,0,3981.0,0.764,2134,42,0.355,0.0,Leaving
787999533,52,M,2,High School,Single,$120K +,Blue,44,4,2,2,6617.0,2517,4100.0,0.459,3595,68,0.659,0.38,Continuing
711594858,44,F,1,Graduate,Single,Less than $40K,Blue,36,3,3,2,2936.0,1297,1639.0,0.556,4509,70,0.795,0.442,Continuing
711843708,61,F,0,Graduate,Divorced,Less than $40K,Blue,36,2,3,3,2125.0,0,2125.0,0.654,2860,38,0.727,0.0,Leaving
813804783,41,F,1,High School,Single,$40K - $60K,Blue,36,4,3,3,2667.0,0,2667.0,0.494,4399,54,0.862,0.0,Leaving
715354008,43,M,3,Graduate,Unknown,$120K +,Blue,36,6,1,2,25937.0,0,25937.0,0.936,3785,68,0.7,0.0,Continuing
716893683,55,F,3,Uneducated,Single,Less than $40K,Blue,47,4,3,3,14657.0,2517,12140.0,0.166,6009,53,0.514,0.172,Leaving
708445608,48,M,3,College,Married,Less than $40K,Blue,37,4,3,3,3305.0,2517,788.0,0.766,2027,57,1.036,0.762,Continuing
716444733,55,F,2,Graduate,Married,Less than $40K,Blue,46,5,3,4,1438.3,0,1438.3,0.907,4271,79,0.756,0.0,Continuing
710855508,45,F,3,Uneducated,Married,Less than $40K,Blue,33,4,3,1,2740.0,1786,954.0,0.597,4327,70,1.333,0.652,Continuing
719770158,54,F,3,Post-Graduate,Single,Less than $40K,Blue,49,1,4,3,8516.0,0,8516.0,0.549,2189,37,0.276,0.0,Leaving
713756508,46,M,3,Graduate,Divorced,Less than $40K,Blue,36,5,1,3,4213.0,997,3216.0,0.668,1264,30,0.667,0.237,Continuing
712332183,42,M,3,College,Single,$80K - $120K,Blue,36,6,1,0,29535.0,895,28640.0,0.952,3934,74,0.644,0.03,Continuing
